"campaignid","sample","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","commonwealth.zone","status","broad.macroalgae","broad.seagrasses","broad.unconsolidated","broad.sponges","broad.consolidated","broad.stony.corals","broad.total.points.annotated","mean.relief","sd.relief"
"2007-2014-Geographe-stereo-BRUVs","81",-33.3788,115.2305,"10/12/2014","14:18:00","Geographe Bay","Geographe Bay","38.9","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",0,4,16,0,0,0,20,1.4,0.516397779494322
"2007-2014-Geographe-stereo-BRUVs","82",-33.3955,115.1103,"10/12/2014","7:49:00","Geographe Bay","Geographe Bay","42.6","Hayley","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",0,0,20,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","83",-33.4694,115.3791,"13/12/2014","10:26:00","Geographe Bay","Geographe Bay","24.6","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",4,16,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","84",-33.3965,115.1924,"10/12/2014","11:28:00","Geographe Bay","Geographe Bay","41","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",0,0,10,0,0,0,10,1,0
"2007-2014-Geographe-stereo-BRUVs","86",-33.5405,115.1785,"9/12/2014","7:24:00","Geographe Bay","Geographe Bay","28.6","Hayley","Yes",NA,NA,"2","Multiple Use Zone","Fished",0,12,7,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","87",-33.4896,115.4589,"13/12/2014","7:49:00","Geographe Bay","Geographe Bay","13","Hayley","Yes",NA,NA,"3","Multiple Use Zone","Fished",17,0,0,0,0,0,17,2,0
"2007-2014-Geographe-stereo-BRUVs","88",-33.5011,115.2145,"9/12/2014","9:45:00","Geographe Bay","Geographe Bay","31.4","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","89",-33.3828,115.0564,"10/12/2014","6:58:00","Geographe Bay","Geographe Bay","43.9","Molly","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",0,0,19,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","90",-33.5333,115.3225,"12/12/2014","10:53:00","Geographe Bay","Geographe Bay","22","Hayley","Yes",NA,NA,"3","Multiple Use Zone","Fished",0,10,0,0,0,0,10,3,0
"2007-2014-Geographe-stereo-BRUVs","91",-33.5396,115.2061,"9/12/2014","6:54:00","Geographe Bay","Geographe Bay","29.8","Hayley","Yes",NA,NA,"1","Habitat Protection Zone","Fished",0,0,20,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","92",-33.4176,115.315,"11/12/2014","6:43:00","Geographe Bay","Geographe Bay","33","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",0,8,16,0,0,0,24,2,0
"2007-2014-Geographe-stereo-BRUVs","93",-33.4813,115.1528,"9/12/2014","12:59:00","Geographe Bay","Geographe Bay","36","Curtin","Yes","No",NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",0,0,20,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","95",-33.5175,115.3155,"12/12/2014","10:42:00","Geographe Bay","Geographe Bay","24.9","Hayley","Yes",NA,NA,"3","Multiple Use Zone","Fished",19,0,0,1,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","96",-33.4489,115.4808,"11/12/2014","13:04:00","Geographe Bay","Geographe Bay","15.9","Hayley","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",9,12,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","97",-33.3847,115.2927,"11/12/2014","8:43:00","Geographe Bay","Geographe Bay","35.6","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",1,1,17,1,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","98",-33.434,115.1727,"10/12/2014","10:56:00","Geographe Bay","Geographe Bay","38","Curtin","Yes","No",NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",0,19,0,1,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","101",-33.3886,115.3768,"14/12/2014","6:47:00","Geographe Bay","Geographe Bay","16.7","Curtin","Yes","No",NA,"BH","Special Purpose Zone (Mining Exclusion)","Fished",0,5,3,0,0,0,8,2,0
"2007-2014-Geographe-stereo-BRUVs","100",-33.4325,115.2142,"10/12/2014","11:14:00","Geographe Bay","Geographe Bay","36.7","Molly","Yes","No",NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",1,17,0,1,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","102",-33.5185,115.1196,"9/12/2014","12:39:00","Geographe Bay","Geographe Bay","34.4","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished",0,0,20,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","103",-33.4581,115.4547,"11/12/2014","13:12:00","Geographe Bay","Geographe Bay","18.4","Hayley","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",7,13,2,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","104",-33.4597,115.2451,"9/12/2014","10:04:00","Geographe Bay","Geographe Bay","33.3","Molly","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",10,0,10,1,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","106",-33.5783,115.3451,"12/12/2014","11:27:00","Geographe Bay","Geographe Bay","13.5","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",0,10,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","107",-33.5833,115.1881,"9/12/2014","9:25:00","Geographe Bay","Geographe Bay","29.3","Molly","Yes","No",NA,"1","Multiple Use Zone","Fished",7,16,2,0,0,0,25,2,0
"2007-2014-Geographe-stereo-BRUVs","108",-33.4691,115.1677,"11/12/2014","6:47:00","Geographe Bay","Geographe Bay","34","Logan","Yes",NA,NA,"4","Special Purpose Zone (Mining Exclusion)","Fished",0,0,20,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","111",-33.5369,115.3219,"12/12/2014","10:55:00","Geographe Bay","Geographe Bay","21.9","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",5,14,1,0,0,0,20,1.8,0.421637021355784
"2007-2014-Geographe-stereo-BRUVs","112",-33.4052,115.5224,"11/12/2014","12:35:00","Geographe Bay","Geographe Bay","14.8","Hayley","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",11,15,0,0,0,0,26,2,0
"2007-2014-Geographe-stereo-BRUVs","113",-33.3658,115.2779,"10/12/2014","13:45:00","Geographe Bay","Geographe Bay","36.6","Curtin","Yes",NA,NA,"1L","Special Purpose Zone (Mining Exclusion)","Fished",0,0,10,0,0,0,10,1,0
"2007-2014-Geographe-stereo-BRUVs","114",-33.3984,115.1639,"10/12/2014","10:20:00","Geographe Bay","Geographe Bay","39.7","Curtin","Yes",NA,NA,"1R","Special Purpose Zone (Mining Exclusion)","Fished",0,0,19,0,0,0,19,1,0
"2007-2014-Geographe-stereo-BRUVs","115",-33.4446,115.4065,"13/12/2014","10:46:00","Geographe Bay","Geographe Bay","25.2","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","116",-33.4982,115.2864,"9/12/2014","6:20:00","Geographe Bay","Geographe Bay","29.7","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","119",-33.4388,115.5567,"14/12/2014","11:25:00","Geographe Bay","Geographe Bay","5.2","Curtin","Yes","No",NA,"3",NA,"Fished",17,3,0,0,0,0,20,3,0
"2007-2014-Geographe-stereo-BRUVs","122",-33.5375,115.4021,"13/12/2014","5:48:00","Geographe Bay","Geographe Bay","13.3","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",1,16,4,0,0,0,21,1.66666666666667,0.5
"2007-2014-Geographe-stereo-BRUVs","135",-33.5019,115.4207,"16/12/2014","12:54:00","Geographe Bay","Geographe Bay","15.8","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",12,7,0,1,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","139",-33.6033,115.2737,"17/12/2014","8:29:00","Geographe Bay","Geographe Bay","13.4","Daphne","Yes",NA,NA,"5","Multiple Use Zone","Fished",9,11,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","143",-33.5762,115.2367,"15/12/2014","13:24:00","Geographe Bay","Geographe Bay","23.2","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",15,0,0,0,0,0,15,3,0
"2007-2014-Geographe-stereo-BRUVs","151",-33.4768,115.4329,"16/12/2014","9:12:00","Geographe Bay","Geographe Bay","17.2","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",13,9,0,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","160",-33.6034,115.2478,"16/12/2014","15:24:00","Geographe Bay","Geographe Bay","N/A","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",0,15,0,0,0,0,15,2,0
"2007-2014-Geographe-stereo-BRUVs","167",-33.4627,115.4806,"16/12/2014","9:25:00","Geographe Bay","Geographe Bay","14.4","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",8,10,0,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","170",-33.5417,115.3698,"16/12/2014","13:39:00","Geographe Bay","Geographe Bay","15.8","Logan","Yes",NA,NA,"4","National Park Zone","No-take",2,18,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","175",-33.5518,115.1228,"15/12/2014","6:34:00","Geographe Bay","Geographe Bay","28.5","Curtin","Yes","No",NA,"4",NA,"Fished",0,0,20,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","176",-33.59,115.1291,"15/12/2014","6:59:00","Geographe Bay","Geographe Bay","15.4","Curtin","Yes","No",NA,"3",NA,"Fished",2,18,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","183",-33.5688,115.2488,"15/12/2014","13:29:00","Geographe Bay","Geographe Bay","22.6","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",0,8,1,0,0,0,9,2,0
"2007-2014-Geographe-stereo-BRUVs","192",-33.4273,115.5756,"14/12/2014","11:19:00","Geographe Bay","Geographe Bay","4.9","Curtin","Yes","No",NA,"3",NA,"Fished",12,0,2,0,0,0,14,2,0
"2007-2014-Geographe-stereo-BRUVs","196",-33.5098,115.4045,"16/12/2014","12:49:00","Geographe Bay","Geographe Bay","15.9","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",1,14,0,0,0,0,15,1.81818181818182,0.404519917477945
"2007-2014-Geographe-stereo-BRUVs","199",-33.5975,115.2109,"15/12/2014","10:53:00","Geographe Bay","Geographe Bay","15.2","Curtin","Yes","No",NA,"5R",NA,"Fished",7,0,0,0,0,1,8,2.1,0.316227766016838
"2007-2014-Geographe-stereo-BRUVs","207",-33.5738,115.2317,"12/12/2014","8:06:00","Geographe Bay","Geographe Bay","23.3","Hayley","Yes",NA,NA,"2","Habitat Protection Zone","Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","208",-33.3873,115.5742,"14/12/2014","11:03:00","Geographe Bay","Geographe Bay","7.2","Curtin","Yes","No",NA,"3",NA,"Fished",0,24,0,0,0,0,24,2,0
"2007-2014-Geographe-stereo-BRUVs","218",-33.5955,115.3031,"17/12/2014","9:46:00","Geographe Bay","Geographe Bay","14.7","Curtin","Yes","No",NA,"5",NA,"Fished",5,15,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","224",-33.4189,115.5036,"16/12/2014","6:59:00","Geographe Bay","Geographe Bay","16.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",19,0,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","234",-33.6032,115.3602,"17/12/2014","10:03:00","Geographe Bay","Geographe Bay","9.3","Curtin","Yes","No",NA,"5",NA,"Fished",0,21,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","240",-33.4388,115.4685,"16/12/2014","8:56:00","Geographe Bay","Geographe Bay","18.9","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",28,3,7,0,0,0,38,1.66666666666667,0.487950036474267
"2007-2014-Geographe-stereo-BRUVs","247",-33.5561,115.1345,"15/12/2014","6:30:00","Geographe Bay","Geographe Bay","26.4","Curtin","Yes","No",NA,"4",NA,"Fished",0,3,17,0,0,0,20,1,0
"2007-2014-Geographe-stereo-BRUVs","256",-33.4083,115.4775,"14/12/2014","13:12:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",22,0,3,0,0,0,25,1.6,0.547722557505166
"2007-2014-Geographe-stereo-BRUVs","267",-33.5707,115.1362,"15/12/2014","6:22:00","Geographe Bay","Geographe Bay","23.2","Curtin","Yes","No",NA,"4",NA,"Fished",0,0,19,0,0,0,19,1,0
"2007-2014-Geographe-stereo-BRUVs","270",-33.5205,115.4206,"13/12/2014","6:00:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",0,21,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","271",-33.5937,115.2133,"12/12/2014","6:06:00","Geographe Bay","Geographe Bay","27.3","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",13,2,0,0,0,0,15,2,0
"2007-2014-Geographe-stereo-BRUVs","272",-33.3815,115.4879,"14/12/2014","8:37:00","Geographe Bay","Geographe Bay","11.7","Logan (ends 54:39)","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",20,0,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","282",-33.5572,115.3322,"17/12/2014","8:02:00","Geographe Bay","Geographe Bay","18.2","Logan","Yes",NA,NA,"5","Multiple Use Zone","Fished",7,14,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","279",-33.5012,115.4379,"16/12/2014","11:32:00","Geographe Bay","Geographe Bay","14.2","Curtin","Yes","No",NA,"4","Multiple Use Zone","Fished",13,7,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","287",-33.594,115.2189,"15/12/2014","10:50:00","Geographe Bay","Geographe Bay","16.4","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",3,14,3,0,0,0,20,1.9,0.316227766016838
"2007-2014-Geographe-stereo-BRUVs","288",-33.471,115.4776,"16/12/2014","9:29:00","Geographe Bay","Geographe Bay","14.3","Logan","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",14,5,1,0,0,0,20,1.9,0.316227766016838
"2007-2014-Geographe-stereo-BRUVs","304",-33.5958,115.1454,"15/12/2014","10:17:00","Geographe Bay","Geographe Bay","13.7","Curtin","Yes","No",NA,"4",NA,"Fished",21,0,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","314",-33.5869,115.1628,"15/12/2014","9:03:00","Geographe Bay","Geographe Bay","20","Curtin","Yes","No",NA,"3",NA,"Fished",0,17,0,0,0,0,17,2,0
"2007-2014-Geographe-stereo-BRUVs","327",-33.4892,115.3942,"14/12/2014","14:10:00","Geographe Bay","Geographe Bay","11.8","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",16,1,3,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","330",-33.5691,115.104,"15/12/2014","6:44:00","Geographe Bay","Geographe Bay","17.7","Curtin","Yes","No",NA,"4",NA,"Fished",11,0,0,4,0,0,15,2.375,0.517549169506766
"2007-2014-Geographe-stereo-BRUVs","331",-33.6031,115.253,"15/12/2014","13:46:00","Geographe Bay","Geographe Bay","14.3","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",7,11,0,0,0,0,18,1.88888888888889,0.333333333333333
"2007-2014-Geographe-stereo-BRUVs","335",-33.5771,115.2267,"12/12/2014","8:09:00","Geographe Bay","Geographe Bay","21.6","Hayley","Yes",NA,NA,"2","Habitat Protection Zone","Fished",6,5,3,0,0,0,14,2,0
"2007-2014-Geographe-stereo-BRUVs","346",-33.6092,115.2393,"15/12/2014","13:08:00","Geographe Bay","Geographe Bay","14","Curtin","Yes","No",NA,"3",NA,"Fished",4,10,6,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","352",-33.4518,115.488,"16/12/2014","8:45:00","Geographe Bay","Geographe Bay","15.2","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",5,12,3,0,0,0,20,1.75,0.452267016866645
"2007-2014-Geographe-stereo-BRUVs","362",-33.627,115.2948,"17/12/2014","10:23:00","Geographe Bay","Geographe Bay","9.4","Curtin","Yes","No",NA,"5",NA,"Fished",0,10,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","368",-33.5725,115.4513,"16/12/2014","15:59:00","Geographe Bay","Geographe Bay","3.7","Curtin","Yes","No",NA,"5",NA,"Fished",5,0,0,0,0,0,5,2,0
"2007-2014-Geographe-stereo-BRUVs","375",-33.5902,115.2206,"12/12/2014","6:14:00","Geographe Bay","Geographe Bay","26.9","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",0,7,0,0,0,0,7,2,0
"2007-2014-Geographe-stereo-BRUVs","378",-33.5556,115.3912,"12/12/2014","13:08:00","Geographe Bay","Geographe Bay","13.3","Logan","Yes",NA,NA,"3 (L) R (4)","National Park Zone","No-take",0,9,1,0,0,0,10,1.85714285714286,0.377964473009227
"2007-2014-Geographe-stereo-BRUVs","384",-33.4275,115.5142,"16/12/2014","6:54:00","Geographe Bay","Geographe Bay","13.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",18,0,0,1,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","391",-33.5017,115.4101,"13/12/2014","8:23:00","Geographe Bay","Geographe Bay","17","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",2,11,2,0,0,0,15,1.8,0.421637021355784
"2007-2014-Geographe-stereo-BRUVs","394",-33.5181,115.382,"16/12/2014","13:18:00","Geographe Bay","Geographe Bay","19","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",0,10,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","395",-33.6073,115.3444,"17/12/2014","10:08:00","Geographe Bay","Geographe Bay","9.2","Curtin","Yes","No",NA,"5",NA,"Fished",0,11,0,0,0,0,11,2,0
"2007-2014-Geographe-stereo-BRUVs","399",-33.6143,115.313,"17/12/2014","10:17:00","Geographe Bay","Geographe Bay","10.8","Curtin","Yes","No",NA,"5",NA,"Fished",0,19,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","400",-33.3576,115.5517,"14/12/2014","8:58:00","Geographe Bay","Geographe Bay","9.8","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",10,4,6,0,0,0,20,1.6,0.516397779494322
"2007-2014-Geographe-stereo-BRUVs","407",-33.4882,115.4275,"13/12/2014","8:13:00","Geographe Bay","Geographe Bay","16.2","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",4,14,2,0,0,0,20,1.9,0.316227766016838
"2007-2014-Geographe-stereo-BRUVs","416",-33.6148,115.2806,"17/12/2014","10:34:00","Geographe Bay","Geographe Bay","12.3","Curtin","Yes","No",NA,"5",NA,"Fished",1,15,2,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","439",-33.6309,115.2731,"17/12/2014","10:29:00","Geographe Bay","Geographe Bay","8.4","Curtin","Yes","No",NA,"5",NA,"Fished",0,22,0,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","442",-33.5066,115.4194,"12/12/2014","13:28:00","Geographe Bay","Geographe Bay","14.3","Curtin","Yes","Yes",NA,"2","Multiple Use Zone","Fished",14,16,2,0,0,0,32,2,0
"2007-2014-Geographe-stereo-BRUVs","443",-33.5698,115.2025,"12/12/2014","6:34:00","Geographe Bay","Geographe Bay","27","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",1,14,5,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","448",-33.3965,115.4931,"14/12/2014","13:05:00","Geographe Bay","Geographe Bay","10.6","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",18,2,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","455",-33.5671,115.182,"15/12/2014","8:42:00","Geographe Bay","Geographe Bay","24.9","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",0,5,14,0,0,0,19,1.3,0.483045891539648
"2007-2014-Geographe-stereo-BRUVs","463",-33.5151,115.5044,"12/12/2014","8:03:00","Geographe Bay","Geographe Bay","24.3","Curtin","Yes","No",NA,"2",NA,"Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","474",-33.4681,115.5436,"16/12/2014","6:23:00","Geographe Bay","Geographe Bay","6.8","Curtin","Yes","No",NA,"2",NA,"Fished",10,0,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","480",-33.3476,115.5777,"14/12/2014","9:06:00","Geographe Bay","Geographe Bay","7.4","Curtin","Yes","No",NA,"3L",NA,"Fished",5,15,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","490",-33.5613,115.3612,"17/12/2014","6:20:00","Geographe Bay","Geographe Bay","13.4","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",20,0,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","492",-33.4638,115.4975,"16/12/2014","8:40:00","Geographe Bay","Geographe Bay","14.7","Curtin","Yes","No",NA,"5",NA,"Fished",2,18,20,0,0,0,40,2,0
"2007-2014-Geographe-stereo-BRUVs","503",-33.5845,115.3098,"17/12/2014","7:48:00","Geographe Bay","Geographe Bay","16.3","Daphne (finishes at 55:48)","Yes",NA,NA,"5","Multiple Use Zone","Fished",0,17,3,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","506",-33.5174,115.4165,"16/12/2014","11:23:00","Geographe Bay","Geographe Bay","14.1","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",17,3,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","512",-33.5094,115.4873,"16/12/2014","11:03:00","Geographe Bay","Geographe Bay","10.6","Curtin","Yes","No",NA,"3R 4L",NA,"Fished",2,0,8,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","523",-33.5634,115.1589,"15/12/2014","8:35:00","Geographe Bay","Geographe Bay","26","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",0,19,1,0,0,0,20,1.9,0.316227766016838
"2007-2014-Geographe-stereo-BRUVs","527",-33.5894,115.2078,"12/12/2014","6:16:00","Geographe Bay","Geographe Bay","26.8","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",0,19,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","538",-33.5839,115.3847,"17/12/2014","5:53:00","Geographe Bay","Geographe Bay","11.6","Curtin","Yes","No",NA,"4",NA,"Fished",7,5,8,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","544",-33.4464,115.4341,"14/12/2014","13:36:00","Geographe Bay","Geographe Bay","12.3","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",4,4,12,1,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","551",-33.5735,115.3901,"17/12/2014","5:58:00","Geographe Bay","Geographe Bay","11.7","Curtin","Yes","No",NA,"4",NA,"Fished",0,19,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","554",-33.5577,115.3835,"17/12/2014","6:13:00","Geographe Bay","Geographe Bay","12.3","Logan","Yes",NA,NA,"5","National Park Zone","No-take",0,19,0,0,0,0,19,2,0
