"campaignid","sample","latitude","longitude","date","time","location","site","depth","observer","successful.count","successful.length","raw.hdd.number","con.hdd.number","commonwealth.zone","status","broad.macroalgae","broad.seagrasses","broad.unconsolidated","broad.sponges","broad.consolidated","broad.stony.corals","broad.total.points.annotated","mean.relief","sd.relief"
"2007-2014-Geographe-stereo-BRUVs","567",-33.5867,115.276,"17/12/2014","8:23:00","Geographe Bay","Geographe Bay","17.4","Curtin","Yes",NA,NA,"5","Multiple Use Zone","Fished",0,15,5,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","579",-33.5017,115.3741,"16/12/2014","13:10:00","Geographe Bay","Geographe Bay","22","Daphne","Yes",NA,NA,"5","Multiple Use Zone","Fished",11,12,0,0,0,0,23,2,0
"2007-2014-Geographe-stereo-BRUVs","583",-33.4784,115.3932,"14/12/2014","13:55:00","Geographe Bay","Geographe Bay","12","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",16,5,0,2,0,0,23,2,0
"2007-2014-Geographe-stereo-BRUVs","587",-33.5935,115.1874,"15/12/2014","11:03:00","Geographe Bay","Geographe Bay","16.6","Curtin","Yes","No",NA,"5",NA,"Fished",9,11,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","586",-33.5309,115.386,"16/12/2014","13:24:00","Geographe Bay","Geographe Bay","15.8","Curtin","Yes","No",NA,"4L","National Park Zone","No-take",4,11,5,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","592",-33.5185,115.446,"16/12/2014","11:15:00","Geographe Bay","Geographe Bay","12.3","Curtin","Yes","No",NA,"3R 5L",NA,"Fished",1,21,1,0,0,0,23,1.9,0.316227766016838
"2007-2014-Geographe-stereo-BRUVs","599",-33.5021,115.4508,"13/12/2014","6:22:00","Geographe Bay","Geographe Bay","13.9","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",18,4,1,0,0,0,23,2,0
"2007-2014-Geographe-stereo-BRUVs","608",-33.4552,115.4703,"16/12/2014","9:01:00","Geographe Bay","Geographe Bay","16.7","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",4,6,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","611",-33.5421,115.459,"16/12/2014","15:45:00","Geographe Bay","Geographe Bay","8.2","Curtin","Yes","No",NA,"5",NA,"Fished",10,0,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","623",-33.6129,115.1556,"15/12/2014","10:24:00","Geographe Bay","Geographe Bay","7.8","Curtin","Yes","No",NA,"4",NA,"Fished",0,20,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","618",-33.5679,115.3528,"17/12/2014","5:40:00","Geographe Bay","Geographe Bay","14.5","Curtin","Yes","No",NA,"5","Multiple Use Zone","Fished",18,0,2,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","624",-33.421,115.4919,"16/12/2014","7:03:00","Geographe Bay","Geographe Bay","17.5","Hayley","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",12,0,0,0,0,0,12,2,0
"2007-2014-Geographe-stereo-BRUVs","633",-33.4712,115.4535,"16/12/2014","9:18:00","Geographe Bay","Geographe Bay","16.2","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",20,1,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","634",-33.5337,115.4141,"16/12/2014","15:30:00","Geographe Bay","Geographe Bay","13","Logan","Yes",NA,NA,"5","Multiple Use Zone","Fished",9,2,0,0,0,0,11,2,0
"2007-2014-Geographe-stereo-BRUVs","640",-33.5162,115.4646,"16/12/2014","11:10:00","Geographe Bay","Geographe Bay","11.5","Curtin","Yes","No",NA,"4",NA,"Fished",12,12,0,1,0,0,25,2,0
"2007-2014-Geographe-stereo-BRUVs","647",-33.4926,115.4247,"13/12/2014","8:17:00","Geographe Bay","Geographe Bay","15.3","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",0,19,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","650",-33.5131,115.3716,"16/12/2014","13:14:00","Geographe Bay","Geographe Bay","21.1","Curtin","Yes","No",NA,"4","Multiple Use Zone","Fished",3,10,0,0,0,0,13,2,0
"2007-2014-Geographe-stereo-BRUVs","666",-33.5511,115.3572,"17/12/2014","6:25:00","Geographe Bay","Geographe Bay","15.6","Logan","Yes",NA,NA,"5","National Park Zone","No-take",1,9,11,0,0,0,21,1.66666666666667,0.516397779494322
"2007-2014-Geographe-stereo-BRUVs","656",-33.3713,115.5504,"14/12/2014","9:28:00","Geographe Bay","Geographe Bay","9","Molly","Yes","No",NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",0,22,0,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","672",-33.4004,115.5357,"14/12/2014","11:45:00","Geographe Bay","Geographe Bay","8.4","Molly","Yes","No",NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",0,22,0,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","682",-33.5696,115.3354,"17/12/2014","7:57:00","Geographe Bay","Geographe Bay","15.2","Logan","Yes",NA,NA,"5","Multiple Use Zone","Fished",23,0,0,0,0,0,23,3,0
"2007-2014-Geographe-stereo-BRUVs","684",-33.5845,115.1735,"15/12/2014","9:00:00","Geographe Bay","Geographe Bay","20.6","Curtin","Yes","No",NA,"BH","Multiple Use Zone","Fished",0,0,7,0,0,0,7,1,0
"2007-2014-Geographe-stereo-BRUVs","688",-33.6026,115.3181,"17/12/2014","9:52:00","Geographe Bay","Geographe Bay","12.8","Curtin","Yes","No",NA,"4",NA,"Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","694",-33.5281,115.3499,"16/12/2014","13:32:00","Geographe Bay","Geographe Bay","21.3","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",13,5,0,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","698",-33.5246,115.4035,"12/12/2014","13:25:00","Geographe Bay","Geographe Bay","14","Hayley","Yes",NA,NA,"2L 4R","Multiple Use Zone","Fished",1,20,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","704",-33.4848,115.5324,"16/12/2014","6:15:00","Geographe Bay","Geographe Bay","7.45","Curtin","Yes","No",NA,"2",NA,"Fished",2,13,2,4,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","711",-33.3695,115.5666,"14/12/2014","9:24:00","Geographe Bay","Geographe Bay","8.4","Curtin","Yes","No",NA,"3",NA,"Fished",0,9,13,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","719",-33.601,115.2325,"12/12/2014","5:59:00","Geographe Bay","Geographe Bay","26.3","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",2,0,21,0,0,0,23,2,0
"2007-2014-Geographe-stereo-BRUVs","720",-33.3599,115.5835,"14/12/2014","9:11:00","Geographe Bay","Geographe Bay","8.2","Curtin","Yes","No",NA,"3",NA,"Fished",2,1,23,0,0,0,26,2,0
"2007-2014-Geographe-stereo-BRUVs","746",-33.5794,115.3571,"17/12/2014","5:45:00","Geographe Bay","Geographe Bay","13.2","Logan","Yes",NA,NA,"5","Multiple Use Zone","Fished",0,0,23,0,0,0,23,2,0
"2007-2014-Geographe-stereo-BRUVs","748",-33.3696,115.5138,"14/12/2014","8:46:00","Geographe Bay","Geographe Bay","11.1","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",8,12,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","752",-33.3766,115.5914,"14/12/2014","9:15:00","Geographe Bay","Geographe Bay","6.2","Curtin","Yes","No",NA,"3",NA,"Fished",6,0,16,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","759",-33.5759,115.3173,"17/12/2014","7:52:00","Geographe Bay","Geographe Bay","17.3","Daphne (finishes at 59:18)","Yes",NA,NA,"5","Multiple Use Zone","Fished",0,19,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","764",-33.3744,115.4961,"14/12/2014","8:43:00","Geographe Bay","Geographe Bay","11.6","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",5,15,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","762",-33.5199,115.4149,"12/12/2014","13:44:00","Geographe Bay","Geographe Bay","13","Curtin","Yes","No",NA,"4L","Multiple Use Zone","Fished",37,0,0,1,0,0,38,3,0
"2007-2014-Geographe-stereo-BRUVs","782",-33.5142,115.4368,"13/12/2014","6:06:00","Geographe Bay","Geographe Bay","13.7","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",0,25,0,0,0,0,25,2,0
"2007-2014-Geographe-stereo-BRUVs","779",-33.5817,115.2264,"17/12/2014","8:11:00","Geographe Bay","Geographe Bay","19","Curtin","Yes","No",NA,"5","Habitat Protection Zone","Fished",19,2,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","783",-33.5817,115.2264,"12/12/2014","8:12:00","Geographe Bay","Geographe Bay","21.5","Hayley","Yes",NA,NA,"2","Habitat Protection Zone","Fished",5,10,3,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","784",-33.6014,115.1774,"15/12/2014","11:07:00","Geographe Bay","Geographe Bay","13.4","Curtin","Yes","No",NA,"5",NA,"Fished",15,5,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","791",-33.4851,115.4435,"13/12/2014","8:03:00","Geographe Bay","Geographe Bay","15","Logan","Yes",NA,NA,"3R, 4L","Multiple Use Zone","Fished",15,6,4,0,0,0,25,2,0
"2007-2014-Geographe-stereo-BRUVs","794",-33.6248,115.2039,"15/12/2014","10:38:00","Geographe Bay","Geographe Bay","7.4","Curtin","Yes","No",NA,"5",NA,"Fished",0,25,0,0,0,0,25,2,0
"2007-2014-Geographe-stereo-BRUVs","800",-33.5732,115.1935,"15/12/2014","8:48:00","Geographe Bay","Geographe Bay","22.9","Logan","Yes",NA,NA,"5","Multiple Use Zone","Fished",6,2,6,1,0,0,15,2,0
"2007-2014-Geographe-stereo-BRUVs","807",-33.494,115.4907,"16/12/2014","10:50:00","Geographe Bay","Geographe Bay","14","Curtin","Yes","No",NA,"3R 4L",NA,"Fished",20,0,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","810",-33.5513,115.3766,"16/12/2014","13:44:00","Geographe Bay","Geographe Bay","14.3","Logan","Yes",NA,NA,"4","National Park Zone","No-take",9,6,7,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","816",-33.3996,115.5633,"14/12/2014","11:09:00","Geographe Bay","Geographe Bay","7.9","Curtin","Yes","No",NA,"5",NA,"Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","823",-33.5857,115.2872,"17/12/2014","8:19:00","Geographe Bay","Geographe Bay","16.2","Curtin","Yes",NA,NA,"5","Multiple Use Zone","Fished",2,16,0,1,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","826",-33.5427,115.4006,"13/12/2014","5:45:00","Geographe Bay","Geographe Bay","12.8","Logan","Yes",NA,NA,"4","National Park Zone","No-take",0,18,2,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","832",-33.4556,115.5197,"16/12/2014","6:43:00","Geographe Bay","Geographe Bay","12.6","Curtin","Yes","No",NA,"2",NA,"Fished",0,8,5,0,0,0,13,1.5,0.52704627669473
"2007-2014-Geographe-stereo-BRUVs","839",-33.4873,115.4085,"16/12/2014","13:00:00","Geographe Bay","Geographe Bay","20","Daphne","Yes",NA,NA,"5","Multiple Use Zone","Fished",3,17,0,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","842",-33.5681,115.1149,"15/12/2014","6:40:00","Geographe Bay","Geographe Bay","22.3","Curtin","Yes","No",NA,"5",NA,"Fished",3,2,10,2,0,0,17,1.625,0.517549169506766
"2007-2014-Geographe-stereo-BRUVs","843",-33.6,115.2586,"15/12/2014","13:43:00","Geographe Bay","Geographe Bay","14.6","Curtin","Yes","No",NA,"BH","Multiple Use Zone","Fished",16,2,0,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","848",-33.3519,115.5323,"14/12/2014","8:53:00","Geographe Bay","Geographe Bay","10.4","Logan","Yes",NA,NA,"4","Special Purpose Zone (Mining Exclusion)","Fished",19,3,0,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","855",-33.4901,115.4358,"13/12/2014","8:09:00","Geographe Bay","Geographe Bay","15.2","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",7,12,1,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","858",-33.5573,115.3462,"17/12/2014","6:29:00","Geographe Bay","Geographe Bay","16.6","Logan","Yes",NA,NA,"5","Multiple Use Zone","Fished",1,0,7,0,0,0,8,2,0
"2007-2014-Geographe-stereo-BRUVs","864",-33.5833,115.3721,"17/12/2014","5:50:00","Geographe Bay","Geographe Bay","12.4","Curtin","Yes","No",NA,"5",NA,"Fished",5,14,0,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","879",-33.6169,115.1829,"15/12/2014","10:31:00","Geographe Bay","Geographe Bay","8.1","Curtin","Yes","No",NA,"5",NA,"Fished",0,22,0,0,0,0,22,2,0
"2007-2014-Geographe-stereo-BRUVs","880",-33.5366,115.4444,"16/12/2014","15:41:00","Geographe Bay","Geographe Bay","10.9","Curtin","Yes","No",NA,"5",NA,"Fished",0,15,0,0,0,0,15,2,0
"2007-2014-Geographe-stereo-BRUVs","1038",-33.5333,115.42,"16/12/2014","15:33:00","Geographe Bay","Geographe Bay","13.9","Daphne","Yes",NA,NA,"5","Multiple Use Zone","Fished",2,8,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","1108",-33.558,115.4144,"16/12/2014","15:20:00","Geographe Bay","Geographe Bay","11.9","Curtin","Yes","No",NA,"5",NA,"Fished",0,13,2,0,0,0,15,1.84615384615385,0.375533808099405
"2007-2014-Geographe-stereo-BRUVs","10001",-33.4217,115.3722,"14/12/2014","6:17:00","Geographe Bay","Geographe Bay","15.9","Logan","Yes",NA,NA,"4","Special Purpose Zone (Mining Exclusion)","Fished",8,2,9,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","10003",-33.4213,115.3594,"14/12/2014","6:23:00","Geographe Bay","Geographe Bay","16.5","Molly","Yes","No",NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",0,0,10,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","10005",-33.4778,115.3694,"14/12/2014","14:03:00","Geographe Bay","Geographe Bay","13.7","Curtin","Yes","Yes",NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",7,0,12,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","11R2",-33.3967,115.5076,"11/12/2014","12:26:00","Geographe Bay","Geographe Bay","18.6","Brooke","Yes",NA,NA,"2","Special Purpose Zone (Mining Exclusion)","Fished",10,12,1,0,0,0,23,2,0
"2007-2014-Geographe-stereo-BRUVs","11R3",-33.4122,115.5205,"11/12/2014","12:40:00","Geographe Bay","Geographe Bay","14.7","Brooke","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",0,10,0,0,0,0,10,2,0
"2007-2014-Geographe-stereo-BRUVs","11R4",-33.4197,115.5176,"11/12/2014","12:48:00","Geographe Bay","Geographe Bay","14.5","Brooke","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",24,0,0,0,0,0,24,3,0
"2007-2014-Geographe-stereo-BRUVs","12RC1",-33.5932,115.2133,"12/12/2014","6:09:00","Geographe Bay","Geographe Bay","26.5","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",6,0,4,0,10,0,20,3.55555555555556,0.855585263892997
"2007-2014-Geographe-stereo-BRUVs","12RC2",-33.5916,115.2379,"12/12/2014","8:23:00","Geographe Bay","Geographe Bay","17.6","Daphne","Yes",NA,NA,"2","Multiple Use Zone","Fished",6,13,1,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","12RC3",-33.5915,115.2415,"12/12/2014","8:32:00","Geographe Bay","Geographe Bay","17.9","Daphne","Yes",NA,NA,"2","Multiple Use Zone","Fished",18,0,0,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","12RC5",-33.5621,115.3443,"12/12/2014","11:16:00","Geographe Bay","Geographe Bay","14.2","Daphne","Yes",NA,NA,"1","Multiple Use Zone","Fished",16,0,0,0,0,0,16,2,0
"2007-2014-Geographe-stereo-BRUVs","12RC6",-33.5711,115.3481,"12/12/2014","11:22:00","Geographe Bay","Geographe Bay","14.7","Logan","Yes",NA,NA,"4L","Multiple Use Zone","Fished",24,0,0,0,0,0,24,2,0
"2007-2014-Geographe-stereo-BRUVs","12RC7",-33.5118,115.4179,"12/12/2014","13:38:00","Geographe Bay","Geographe Bay","15.2","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",20,0,0,0,0,0,20,3,0
"2007-2014-Geographe-stereo-BRUVs","12RC8",-33.5149,115.4182,"12/12/2014","13:41:00","Geographe Bay","Geographe Bay","14.1","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",25,0,0,0,0,0,25,3,0
"2007-2014-Geographe-stereo-BRUVs","12RC9",-33.5162,115.4064,"12/12/2014","13:48:00","Geographe Bay","Geographe Bay","14.5","Molly","Yes",NA,NA,"3R 4L","Multiple Use Zone","Fished",21,0,0,0,0,0,21,3,0
"2007-2014-Geographe-stereo-BRUVs","13RC1",-33.506,115.4308,"13/12/2014","6:11:00","Geographe Bay","Geographe Bay","13.8","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",25,0,0,0,0,0,25,3,0
"2007-2014-Geographe-stereo-BRUVs","13RC11",-33.374,115.3693,"13/12/2014","13:23:00","Geographe Bay","Geographe Bay","31","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",0,18,3,0,0,0,21,1.625,0.517549169506766
"2007-2014-Geographe-stereo-BRUVs","13RC12",-33.3744,115.3668,"13/12/2014","13:25:00","Geographe Bay","Geographe Bay","31.3","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",0,11,10,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","13RC15",-33.3768,115.3559,"13/12/2014","13:39:00","Geographe Bay","Geographe Bay","32.5","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",7,8,1,0,0,0,16,2,0
"2007-2014-Geographe-stereo-BRUVs","13RC4",-33.4994,115.3965,"13/12/2014","8:30:00","Geographe Bay","Geographe Bay","19.5","Logan","Yes",NA,NA,"3","Multiple Use Zone","Fished",6,15,0,0,0,0,21,2,0
"2007-2014-Geographe-stereo-BRUVs","13RC5",-33.4839,115.4656,"13/12/2014","10:05:00","Geographe Bay","Geographe Bay","26.8","Daphne","Yes",NA,NA,"5","Multiple Use Zone","Fished",0,5,2,0,0,0,7,1.4,0.50709255283711
"2007-2014-Geographe-stereo-BRUVs","13RC6",-33.381,115.3892,"13/12/2014","13:07:00","Geographe Bay","Geographe Bay","29.7","Logan","Yes",NA,NA,"3L","Special Purpose Zone (Mining Exclusion)","Fished",0,2,17,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","13RC7",-33.3774,115.3861,"13/12/2014","13:10:00","Geographe Bay","Geographe Bay","29.5","Daphne","Yes",NA,NA,"5","Special Purpose Zone (Mining Exclusion)","Fished",0,18,1,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","13RC8",-33.3726,115.3791,"13/12/2014","13:14:00","Geographe Bay","Geographe Bay","30.4","Logan","Yes",NA,NA,"3","Special Purpose Zone (Mining Exclusion)","Fished",0,8,12,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","13RC9",-33.3731,115.3748,"13/12/2014","13:18:00","Geographe Bay","Geographe Bay","30.9","Logan","Yes",NA,NA,"3L","Special Purpose Zone (Mining Exclusion)","Fished",4,7,11,0,0,0,22,1.4,0.516397779494322
"2007-2014-Geographe-stereo-BRUVs","GBR1-1",-33.5936,115.1963,"17/12/2014","12:02","Geographe Bay","Geographe Bay","17.3","Curtin","Yes","No",NA,"4",NA,"Fished",9,0,0,0,0,0,9,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR1-2",-33.5936,115.1995,"17/12/2014","12:05","Geographe Bay","Geographe Bay","16","Logan","Yes",NA,NA,"4","Multiple Use Zone","Fished",17,0,0,0,0,0,17,3,0
"2007-2014-Geographe-stereo-BRUVs","GBR1-3",-33.5938,115.2023,"17/12/2014","12:07","Geographe Bay","Geographe Bay","15.8","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",0,12,0,0,0,0,12,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR1-4",-33.5935,115.2055,"17/12/2014","12:09","Geographe Bay","Geographe Bay","16.8","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",23,0,0,0,0,0,23,2.66666666666667,0.617213399848368
"2007-2014-Geographe-stereo-BRUVs","GBR2-1",-33.5938,115.1907,"17/12/2014","13:40","Geographe Bay","Geographe Bay","17.7","Curtin","Yes","No",NA,"2",NA,"Fished",12,2,0,0,0,0,14,2.25,0.621581560508061
"2007-2014-Geographe-stereo-BRUVs","GBR2-2",-33.594,115.1884,"17/12/2014","13:42","Geographe Bay","Geographe Bay","16.2","Curtin","Yes","No",NA,"2",NA,"Fished",11,0,0,1,0,0,12,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR2-4",-33.5937,115.193,"17/12/2014","13:38","Geographe Bay","Geographe Bay","16.2","Curtin","Yes","No",NA,"2",NA,"Fished",8,0,0,0,0,0,8,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR3-3",-33.5937,115.184,"17/12/2014","13:47","Geographe Bay","Geographe Bay","17","Curtin","Yes","No",NA,"2",NA,"Fished",11,1,0,0,0,0,12,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR4-1",-33.5933,115.2081,"17/12/2014","12:11","Geographe Bay","Geographe Bay","16.1","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",10,0,0,0,0,0,10,3,0
"2007-2014-Geographe-stereo-BRUVs","GBR4-2",-33.5928,115.2102,"17/12/2014","12:13","Geographe Bay","Geographe Bay","16.3","Hayley","Yes",NA,NA,"2","Habitat Protection Zone","Fished",15,0,0,0,0,1,16,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR5-1",-33.5932,115.2119,"17/12/2014","12:15","Geographe Bay","Geographe Bay","16.2","Hayley","Yes",NA,NA,"2","Habitat Protection Zone","Fished",18,0,0,0,0,0,18,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR5-2",-33.5927,115.2148,"17/12/2014","12:17","Geographe Bay","Geographe Bay","16.6","Hayley","Yes",NA,NA,"2","Habitat Protection Zone","Fished",0,15,4,0,0,0,19,2,0
"2007-2014-Geographe-stereo-BRUVs","GBR5-3",-33.5924,115.2175,"17/12/2014","12:19","Geographe Bay","Geographe Bay","16.4","Logan","Yes",NA,NA,"4","Habitat Protection Zone","Fished",0,12,0,0,0,0,12,2,0
"2007-2014-Geographe-stereo-BRUVs","RB1",-33.5346,115.2177,"9/12/2014","6:49","Geographe Bay","Geographe Bay","28","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished",0,0,20,0,0,0,20,2,0
"2007-2014-Geographe-stereo-BRUVs","RB2",-33.5086,115.2255,"9/12/2014","9:39","Geographe Bay","Geographe Bay","30","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished",0,10,3,0,0,0,13,2,0
"2007-2014-Geographe-stereo-BRUVs","RC1",-33.4628,115.24,"9/12/2014","10:09","Geographe Bay","Geographe Bay","34.2","Hayley","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",6,5,13,0,0,0,24,2,0
"2007-2014-Geographe-stereo-BRUVs","RC2",-33.4864,115.178,"9/12/2014","10:34","Geographe Bay","Geographe Bay","34.3","Hayley","Yes",NA,NA,"1","Multiple Use Zone","Fished",5,8,1,6,0,0,20,2.90909090909091,0.301511344577764
"2007-2014-Geographe-stereo-BRUVs","RC3",-33.4705,115.1684,"9/12/2014","13:11","Geographe Bay","Geographe Bay","35","Hayley","Yes",NA,NA,"1","Special Purpose Zone (Mining Exclusion)","Fished",1,0,10,1,0,1,13,3,0
